url,heading,release,last_edited,pub,publication,time_period,is_latest_release
https://explore-education-statistics.service.gov.uk/find-statistics/academy-transfers-and-funding/2022-23,Academy transfers and funding,Financial year 2022-23,20-Jul-23,NA,Academy transfers and funding,2022-23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/postgraduate-initial-teacher-training-targets/2023-24,Postgraduate initial teacher training targets,Academic year 2023/24,27-Apr-23,NA,Postgraduate initial teacher training targets,2023/24,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/looked-after-children-aged-16-to-17-in-independent-or-semi-independent-placements/2022,Looked after children aged 16 to 17 in independent or semi-independent placements,Reporting year 2022,23-Mar-23,NA,Looked after children aged 16 to 17 in independent or semi-independent placements,2022,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/free-school-meals-autumn-term/2020-21,Free school meals: Autumn term,Autumn term 2020/21,30-Mar-21,NA,Free school meals: Autumn term,2020/21,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/covid-mass-testing-data-in-education/2021-week-6,COVID mass testing data in education,Week 6 2021,12-Feb-21,NA,COVID mass testing data in education,Week 6 2021,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district/2017-18,FE learners going into employment and learning destinations by local authority district,Academic year 2017/18,28-Jan-21,NA,FE learners going into employment and learning destinations by local authority district,2017/18,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/multi-academy-trust-performance-measures-at-ks2/2018-19,Multi-academy trust performance measures at key stage 2,Academic year 2018/19,08-Oct-20,NA,Multi-academy trust performance measures at key stage 2,2018/19,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships/2021-22,Apprenticeships and traineeships,Academic Year 2021/22,27/01/2022,NA,Apprenticeships and traineeships,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-outcomes-leo-postgraduate-outcomes/2017-18,Graduate outcomes (LEO): postgraduate outcomes,Tax Year 2017-18,21/05/2020,NA,Graduate outcomes (LEO): postgraduate outcomes,2017-18,No
https://explore-education-statistics.service.gov.uk/find-statistics/permanent-and-fixed-period-exclusions-in-england/2018-19,Permanent exclusions and suspensions in England,Academic Year 2018/19,30/07/2020,NA,Permanent exclusions and suspensions in England,2018/19,No
https://explore-education-statistics.service.gov.uk/find-statistics/permanent-and-fixed-period-exclusions-in-england/2019-20,Permanent exclusions and suspensions in England,Academic Year 2019/20,29/07/2021,NA,Permanent exclusions and suspensions in England,2019/20,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england-autumn-and-spring-terms/2020-21,Pupil absence in schools in England: autumn and spring terms,Autumn and Spring Term 2020/21,21/10/2021,NA,Pupil absence in schools in England: autumn and spring terms,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england-autumn-term/2018-19-autumn-term,Pupil absence in schools in England: autumn term,Autumn Term 2018/19,06/05/2020,NA,Pupil absence in schools in England: autumn term,2018/19,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england-autumn-term/2019-20-autumn-term,Pupil absence in schools in England: autumn term,Autumn Term 2019/20,28/05/2020,NA,Pupil absence in schools in England: autumn term,2019/20,No
https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships/data-guidance,Apprenticeships and traineeships,Apprenticeships and traineeships,NA,NA,Apprenticeships and traineeships,,No
https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships/prerelease-access-list,Apprenticeships and traineeships,Apprenticeships and traineeships,NA,NA,Apprenticeships and traineeships,,No
https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics/prerelease-access-list,Apprenticeships in England by industry characteristics,Apprenticeships in England by industry characteristics,NA,NA,Apprenticeships in England by industry characteristics,,No
https://explore-education-statistics.service.gov.uk/find-statistics/education-health-and-care-plans/prerelease-access-list,"Education, health and care plans","Education, health and care plans",NA,NA,"Education, health and care plans",,No
https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures,Further education: outcome-based success measures,Further education: outcome-based success measures,NA,NA,Further education: outcome-based success measures,,No
https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures/data-guidance,Further education: outcome-based success measures,Further education: outcome-based success measures,NA,NA,Further education: outcome-based success measures,,No
https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures/prerelease-access-list,Further education: outcome-based success measures,Further education: outcome-based success measures,NA,NA,Further education: outcome-based success measures,,No
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-outcomes-leo-postgraduate-outcomes/data-guidance,Graduate outcomes (LEO): postgraduate outcomes,Graduate outcomes (LEO): postgraduate outcomes,NA,NA,Graduate outcomes (LEO): postgraduate outcomes,,No
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-outcomes-leo-postgraduate-outcomes/prerelease-access-list,Graduate outcomes (LEO): postgraduate outcomes,Graduate outcomes (LEO): postgraduate outcomes,NA,NA,Graduate outcomes (LEO): postgraduate outcomes,,No
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-outcomes-leo-provider-level-data/prerelease-access-list,Graduate outcomes (LEO): Provider level data,Graduate outcomes (LEO): Provider level data,NA,NA,Graduate outcomes (LEO): Provider level data,,No
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-outcomes-leo/data-guidance,Graduate outcomes (LEO),Graduate outcomes (LEO),NA,NA,Graduate outcomes (LEO),,No
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-outcomes-leo/prerelease-access-list,Graduate outcomes (LEO),Graduate outcomes (LEO),NA,NA,Graduate outcomes (LEO),,No
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-4-destination-measures/meta-guidance,Key stage 4 destination measures,,NA,NA,Key stage 4 destination measures,,No
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-4-performance-revised,Key stage 4 performance,,NA,NA,Key stage 4 performance,,No
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-4-performance-revised/data-guidance,Key stage 4 performance,,NA,NA,Key stage 4 performance,,No
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-4-performance-revised/prerelease-access-list,Key stage 4 performance,,NA,NA,Key stage 4 performance,,No
https://explore-education-statistics.service.gov.uk/find-statistics/level-2-and-3-attainment-by-young-people-aged-19/prerelease-access-list,Level 2 and 3 attainment by young people aged 19,Level 2 and 3 attainment by young people aged 19,NA,NA,Level 2 and 3 attainment by young people aged 19,,No
https://explore-education-statistics.service.gov.uk/find-statistics/outcomes-for-children-in-need-including-children-looked-after-by-local-authorities-in-england/meta-guidance,"Outcomes for children in need, including children looked after by local authorities in England","Outcomes for children in need, including children looked after by local authorities in England",NA,NA,"Outcomes for children in need, including children looked after by local authorities in England",,No
https://explore-education-statistics.service.gov.uk/find-statistics/outcomes-for-children-in-need-including-children-looked-after-by-local-authorities-in-england/prerelease-access-list,"Outcomes for children in need, including children looked after by local authorities in England","Outcomes for children in need, including children looked after by local authorities in England",NA,NA,"Outcomes for children in need, including children looked after by local authorities in England",,No
https://explore-education-statistics.service.gov.uk/find-statistics/participation-in-education-and-training-and-employment/meta-guidance,Participation in education and training and employment,Participation in education and training and employment,NA,NA,Participation in education and training and employment,,No
https://explore-education-statistics.service.gov.uk/find-statistics/permanent-and-fixed-period-exclusions-in-england,Permanent exclusions and suspensions in England,Permanent exclusions and suspensions in England,NA,NA,Permanent exclusions and suspensions in England,,No
https://explore-education-statistics.service.gov.uk/find-statistics/permanent-and-fixed-period-exclusions-in-england/data-guidance,Permanent exclusions and suspensions in England,Permanent exclusions and suspensions in England,NA,NA,Permanent exclusions and suspensions in England,,No
https://explore-education-statistics.service.gov.uk/find-statistics/permanent-and-fixed-period-exclusions-in-england/prerelease-access-list,Permanent exclusions and suspensions in England,Permanent exclusions and suspensions in England,NA,NA,Permanent exclusions and suspensions in England,,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england-autumn-and-spring-terms/data-guidance,Pupil absence in schools in England: autumn and spring terms,Pupil absence in schools in England: autumn and spring terms,NA,NA,Pupil absence in schools in England: autumn and spring terms,,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england-autumn-and-spring-terms/prerelease-access-list,Pupil absence in schools in England: autumn and spring terms,Pupil absence in schools in England: autumn and spring terms,NA,NA,Pupil absence in schools in England: autumn and spring terms,,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england-autumn-term/data-guidance,Pupil absence in schools in England: autumn term,Pupil absence in schools in England: autumn term,NA,NA,Pupil absence in schools in England: autumn term,,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england-autumn-term/prerelease-access-list,Pupil absence in schools in England: autumn term,Pupil absence in schools in England: autumn term,NA,NA,Pupil absence in schools in England: autumn term,,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics.,"Schools, pupils and their characteristics","Schools, pupils and their characteristics",NA,NA,"Schools, pupils and their characteristics",,No
